pdb_id,split,component_id,n_chains,n_clusters,clusters
5wj5,train,37,4,1,7dys__A
5wj9,train,37,4,1,7dys__A
5wku,train,38,3,1,6l6p__A
5wkv,train,38,3,1,6l6p__A
5wkx,train,38,3,1,6l6p__A
5wky,train,38,3,1,6l6p__A
5wp6,train,0,4,1,9jje__A
5wpq,train,37,4,1,7dys__A
5wpt,train,37,4,1,7dys__A
5wpv,train,37,4,1,7dys__A
5ws4,train,0,2,1,5lil__A
5ws5,train,0,39,20,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8j5k__y;8kde__D;8wb4__Z;8wb4__o;8xr6__J
5ws6,train,0,39,20,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8j5k__y;8kde__D;8wb4__Z;8wb4__o;8xr6__J
5wtr,train,140,3,1,5wuf__A
5wua,train,0,8,2,2qks__A;8wi0__A
5wuc,train,140,3,1,5wuf__A
5wud,train,140,3,1,5wuf__A
5wue,train,140,3,1,5wuf__A
5wuf,train,140,3,1,5wuf__A
5wzy,train,28,3,1,5u1w__A
5x19,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5x1b,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5x1f,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5x29,train,499,5,1,2mm4__A
5x3x,train,68,4,3,5x3x__b;5x3x__m;5x3x__q
5x41,train,68,4,3,5x3x__b;5x3x__m;5x3x__q
5x5y,train,40,4,3,5x5y__F;8frl__G;8k1o__B
5x87,train,52,5,1,6iv3__A
5x9h,train,272,2,1,2yvx__A
5x9r,train,0,2,1,5a1s__B
5xan,train,498,2,1,3aqp__A
5xar,train,0,2,1,5a1s__B
5xas,train,0,2,1,5a1s__B
5xdq,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5xdx,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5xmj,val,11,6,3,4ysx__A;5xmj__N;5xmj__O
5xnl,train,0,56,20,1s5l__I;1s5l__K;1w5c__F;2axt__E;3jcu__Q;3kzi__H;5v2c__b;5v2c__c;5xnl__P;6kac__A;6kac__X;7n8o__L;7pi0__M;8c29__w;8eqm__t;8j5k__5;8kde__D;8wb4__Z;8wb4__o;8xr6__J
5xnm,train,0,54,19,1s5l__I;1s5l__K;1w5c__F;2axt__E;3jcu__U;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7pi0__M;8c29__w;8eqm__t;8j5k__5;8kde__D;8wb4__Z;8wb4__o;8xr6__J
5xnn,train,0,4,1,8j5k__5
5xno,train,0,4,1,8j5k__5
5xsy,train,0,2,2,5xsy__B;8vyj__A
5xtc,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__J;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
5xtd,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
5xte,train,0,22,11,1l0l__H;1l0l__I;1sqq__K;3cwb__C;3cx5__D;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
5xu1,test,8,4,2,5xu1__A;5xu1__S
5xw6,train,28,3,1,5u1w__A
5y0b,train,0,2,2,2xzb__B;8iwp__A
5y4o,train,260,7,1,6zyd__E
5y5s,test,2,36,5,1aig__L;3wmm__A;6zxa__B;7c9r__C;8zk2__H
5y5x,train,16,26,9,5gar__K;5gar__O;6ly9__N;6qum__A;6qum__H;6qum__I;6qum__L;7tmr__F;8ywt__M
5y5z,train,16,26,9,5gar__K;5gar__O;6ly9__N;6qum__A;6qum__H;6qum__I;6qum__L;7tmr__F;8ywt__M
5y60,train,16,26,9,5gar__K;5gar__O;6ly9__N;6qum__A;6qum__H;6qum__I;6qum__L;7tmr__F;8ywt__M
5y78,train,351,2,1,5y78__A
5y79,train,351,2,1,5y78__A
5ydz,train,37,4,1,7dys__A
5ye1,train,37,4,1,7dys__A
5ye2,train,37,4,1,7dys__A
5ye5,train,37,4,1,7dys__A
5yil,train,0,3,1,7cz9__C
5yke,train,497,8,2,5yke__A;5yke__B
5ykf,train,0,8,2,2qks__A;8wi0__A
5ykg,train,0,8,2,2qks__A;8wi0__A
5ylu,train,0,2,2,6jxk__B;8iwp__A
5ylv,train,0,2,2,6jxk__B;8iwp__A
5yq7,test,2,33,4,1aig__L;8hju__C;8iug__5;8ydm__B
5ys3,train,259,6,1,5ys3__A
5ys8,train,259,6,1,5ys3__A
5yua,val,9,4,1,8vgl__A
5yub,val,9,4,1,8vgl__A
5yuc,val,9,4,1,8vgl__A
5yve,train,28,3,1,5u1w__A
5yw8,train,0,8,2,2qks__A;8wi0__A
5yw9,train,0,8,2,2qks__A;8wi0__A
5ywa,train,0,8,2,2qks__A;8wi0__A
5ywb,train,0,8,2,2qks__A;8wi0__A
5ywc,train,0,8,2,2qks__A;8wi0__A
5yx9,train,0,4,1,6ysn__A
5z10,train,96,3,1,6b3r__A
5z1f,train,32,2,1,8xs0__B
5z1w,train,66,4,1,6du8__A
5z62,train,0,14,14,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;5z62__N;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5z84,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5z85,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5z86,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5z96,train,0,4,1,6ysn__A
5zbg,train,0,4,1,6ysn__A
5zco,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5zcp,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5zcq,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
5zfp,train,97,6,1,8vlw__A
5zfu,train,97,9,2,5zfu__G;8vlw__A
5zfv,train,97,6,2,5zfu__G;8vlw__A
5zgb,train,0,17,12,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;8j5k__5;8jjr__c
5zgh,train,0,15,12,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;8j5k__5;8jjr__c
5zih,train,60,2,1,5zih__A
5zil,test,3,3,1,8rss__A
5zim,test,3,3,1,8rss__A
5zin,test,3,3,1,8rss__A
5zji,train,0,21,14,2o01__N;5oy0__L;6tra__E;6zzx__I;6zzy__H;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c;9kqp__O
5zle,train,199,2,1,4o7g__B
5zlg,train,199,2,1,4o7g__B
5zov,train,266,2,1,5zov__B
5zsu,train,25,6,1,8b40__A
5zug,train,259,6,1,5ys3__A
5zx5,train,0,4,1,9jje__A
5zzn,train,0,38,19,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8kde__D;8wb4__Z;8wb4__o;8xr6__J
6a69,train,0,2,2,6a69__B;8iwp__A
6a6m,test,4,2,1,7zo8__A
6a6n,test,4,2,1,7zo8__A
6a70,train,66,4,2,6a70__B;6du8__A
6a90,train,0,2,2,6a90__B;7tj8__A
6a91,train,0,2,2,6a90__B;7tj8__A
6a95,train,0,2,2,6a90__B;7tj8__A
6a96,train,0,5,1,6x3s__E
6ad7,val,13,2,1,6lsc__B
6ad8,val,13,2,1,6lsc__B
6ada,val,13,2,1,6lsc__B
6adb,val,13,2,1,6lsc__B
6adc,val,13,2,1,6lsc__B
6adq,train,0,24,12,1fft__A;6adq__D;6adq__E;6adq__H;6adq__J;6adq__K;6adq__Y;6kob__C;7q21__B;7qhm__C;8hcr__M;8hcr__U
6aei,train,0,4,1,6ysn__A
6afs,train,47,2,1,5lzq__A
6aft,train,47,2,1,5lzq__A
6afu,train,47,2,1,5lzq__A
6afv,train,47,2,1,5lzq__A
6afw,train,47,2,1,5lzq__A
6afx,train,47,2,1,5lzq__A
6afy,train,47,2,1,5lzq__A
6afz,train,47,2,1,5lzq__A
6agf,train,0,2,2,5xsy__B;8vyj__A
6ah4,train,28,3,1,5u1w__A
6ah5,train,28,3,1,5u1w__A
6ak3,train,0,2,1,8xjo__R
6ake,train,78,2,2,3x29__A;6ov2__B
6akf,train,78,2,2,3x29__A;6ov2__B
6akg,train,78,2,2,3x29__A;6ov2__B
6aki,train,127,6,1,6bbi__A
6akx,train,0,2,1,7f1t__A
6ave,train,38,3,1,6l6p__A
6awf,val,11,4,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
6aye,train,37,4,1,7dys__A
6ayf,train,37,4,1,7dys__A
6ayg,train,37,4,1,7dys__A
6b21,train,15,3,1,2b2f__A
6b24,train,41,2,1,5kbn__B
6b2a,train,41,2,1,5kbn__B
6b2d,train,41,2,1,5kbn__B
6b2z,val,1,17,8,6b2z__L;6b2z__M;6b2z__N;6b2z__O;6b2z__Q;6b8h__i;6b8h__k;8ap9__O
6b3j,train,0,5,5,5vai__P;7ad3__F;7ys6__B;8ddx__J;8flt__R
6b3r,train,96,3,1,6b3r__A
6b5v,train,0,4,1,6u84__A
6b85,train,496,4,1,6b85__J
6b87,train,495,2,1,6b87__E
6b8h,val,1,27,14,2wpd__I;6b2z__L;6b2z__M;6b8h__b;6b8h__i;6b8h__k;6cp3__7;6cp3__U;6cp6__Y;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
6baa,train,0,8,2,2qks__A;8wi0__A
6baj,train,0,3,1,7cz9__C
6bat,train,0,3,1,9bh0__A
6bau,train,0,3,1,9bh0__A
6bav,train,0,3,1,9bh0__A
6bbf,train,127,6,1,6bbi__A
6bbg,train,127,6,1,6bbi__A
6bbh,train,127,6,1,6bbi__A
6bbi,train,127,6,1,6bbi__A
6bbj,train,0,4,1,6u84__A
6bcj,train,0,4,1,9jje__A
6bcl,train,0,4,1,9jje__A
6bco,train,0,4,1,9jje__A
6bcq,train,0,4,1,9jje__A
6be1,test,5,5,1,7ekp__A
6bgi,train,226,2,1,8bc1__B
6bgj,train,226,2,1,8bc1__B
6bhp,train,494,3,1,6bhp__A
6bkk,train,57,4,1,2ly0__A
6bkl,train,188,4,1,6mpl__A
6bl6,test,4,2,1,7zo8__A
6bmi,train,0,3,1,9bh0__A
6bmz,train,188,4,1,6mpl__A
6bo4,train,0,4,1,6u84__A
6bo5,train,0,4,1,6u84__A
6bo8,train,0,4,1,6u84__A
6bo9,train,0,4,1,6u84__A
6boa,train,0,4,1,6u84__A
6bob,train,0,4,1,6u84__A
6boc,train,57,4,1,2ly0__A
6bpl,test,4,2,1,7zo8__A
6bpp,test,4,2,1,7zo8__A
6bpq,train,0,4,1,9jje__A
6bpz,train,493,3,1,6bpz__A
6bqn,train,492,3,1,6bqn__A
6bqo,train,41,2,2,5a40__A;6bx5__C
6bqr,train,0,4,1,9jje__A
6bqv,train,0,4,1,9jje__A
6btm,train,124,6,6,6btm__A;6btm__C;6btm__E;6f0k__D;6f0k__F;6loe__B
6bug,train,187,2,2,6bug__A;8jem__B
6buh,train,187,2,2,6bug__A;8jem__B
6bvg,train,192,2,1,8qsr__A
6bw5,train,191,2,1,5o5e__A
6bw6,train,191,2,1,5o5e__A
6bwd,train,350,4,1,6bwf__A
6bwf,train,350,4,1,6bwf__A
6bwi,train,349,4,1,8rcr__A
6bwj,train,0,4,1,6u84__A
6bwm,train,0,4,1,6u84__A
6bx4,train,41,2,1,5kbn__B
6bx5,train,41,2,2,5kbn__B;6bx5__C
6c14,train,491,4,2,6c14__C;6c14__D
6c1e,val,9,4,1,8vgl__A
6c1k,val,9,4,1,8vgl__A
6c1m,val,9,4,1,8vgl__A
6c1p,val,9,4,1,8vgl__A
6c26,train,0,8,8,6c26__B;6ezn__A;6ezn__E;6s7o__D;6s7t__A;6xcr__A;7oci__H;8age__H
6c3o,train,0,8,2,2qks__A;8wi0__A
6c3p,train,0,8,2,2qks__A;8wi0__A
6c5w,train,186,2,1,6dnf__A
6c6l,train,16,15,7,6c6l__O;6m0r__D;6pe4__A;6pe4__B;6wlw__0;8eau__d;8eau__e
6c70,train,161,4,1,8v00__A
6c8f,train,0,4,1,6u84__A
6c8g,train,0,4,1,6u84__A
6c8h,train,0,4,1,6u84__A
6c96,train,348,2,1,6c96__A
6c9a,train,348,2,1,6c96__A
6caa,train,0,2,1,8jni__A
6cdu,train,0,5,1,6x3s__E
6cfw,train,0,14,14,6cfw__C;6cfw__D;6cfw__E;6cfw__F;6cfw__I;6cfw__J;6cfw__K;6cfw__M;6cfw__N;6u8y__a;6u8y__b;6u8y__g;6u8y__h;6u8y__l
6ci0,train,0,2,2,1fft__A;1occ__B
6cjq,train,55,4,1,5v4s__A
6cjt,train,55,4,1,5v4s__A
6cju,train,55,4,1,5v4s__A
6cmc,train,38,3,1,6l6p__A
6cmo,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8y01__R
6cnj,test,5,5,1,7ekp__A
6cnk,test,5,5,1,7ekp__A
6cnm,train,0,8,2,6cnm__E;6cnn__A
6cnn,train,0,8,2,6cnn__A;6e2f__E
6cno,train,0,8,2,6cnn__A;6e2f__E
6co7,train,0,4,1,9jje__A
6coy,train,45,2,1,6qv6__B
6cp3,val,1,26,14,2wpd__I;5lqx__V;6b2z__L;6b2z__M;6cp3__6;6cp3__7;6cp3__J;6cp3__U;6cp6__Y;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
6cp5,val,1,16,7,6b2z__L;6b2z__M;6b2z__Q;6cp3__J;6cp5__7;6cp5__Z;8ap9__O
6cp6,val,1,26,14,2wpd__I;5lqx__V;6b2z__L;6b2z__M;6cp3__6;6cp3__7;6cp3__J;6cp3__U;6cp6__Y;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
6cp7,val,1,16,7,6b2z__L;6b2z__M;6b2z__Q;6cp3__J;6cp5__7;6cp5__Z;8ap9__O
6cpv,train,14,4,1,2ahz__A
6cq6,val,12,2,1,6cq6__B
6cq8,val,12,2,1,6cq6__B
6cq9,val,12,2,1,6cq6__B
6csm,train,258,2,1,6csm__A
6csn,train,60,2,1,5zih__A
6cso,train,60,2,1,5zih__A
6csx,train,0,3,1,7cz9__C
6ctd,train,376,5,1,3hzq__A
6ctf,train,0,3,1,9bh0__A
6cud,train,0,4,1,6ysn__A
6cvl,test,8,5,3,3tui__A;3tuz__C;6cvl__E
6cx0,train,0,2,1,7fhk__A
6cxh,train,39,8,3,1yew__A;4phz__B;6cxh__F
6d0j,train,41,4,2,6bx5__C;6d0j__B
6d0k,train,41,4,2,6bx5__C;6d0j__B
6d0n,train,41,4,2,6bx5__C;6d0j__B
6d1s,train,0,5,1,6x3s__E
6d1w,train,66,4,1,6du8__A
6d6t,train,0,5,1,6x3s__E
6d6u,train,0,5,1,6x3s__E
6d73,train,50,4,1,8e6q__A
6d7o,train,0,4,1,6u84__A
6d7p,train,0,4,1,6u84__A
6d7q,train,0,4,1,6u84__A
6d7s,train,0,4,1,6u84__A
6d7t,train,0,4,1,6u84__A
6d7v,train,0,4,1,6u84__A
6d7w,train,186,4,1,6dnf__A
6d7x,train,0,4,1,6u84__A
6d80,train,186,4,1,6dnf__A
6d9h,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
6dde,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
6ddf,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
6dg7,test,5,5,1,7ekp__A
6dg8,test,5,5,1,7ekp__A
6djb,train,25,6,1,8b40__A
6djs,train,490,4,1,6djs__A
6djz,train,102,3,1,8wue__A
6dk0,train,102,3,1,8wue__A
6dk1,train,102,3,1,8wue__A
6dlz,train,0,4,1,7rz4__A
6dm0,train,0,4,1,7rz4__A
6dm1,train,0,4,1,7rz4__A
6dmr,train,0,4,1,6u84__A
6dmu,train,0,4,1,6u84__A
6dmw,train,0,5,2,6e2f__E;6u84__A
6dmy,train,85,2,2,6n7g__C;6rmg__A
6dnf,train,186,4,1,6dnf__A
6do1,train,0,2,1,7jvp__R
6drj,train,50,4,1,8e6q__A
6drk,train,50,4,1,8e6q__A
6dt0,train,186,4,1,6dnf__A
6du8,train,66,4,1,6du8__A
6dvw,train,0,4,1,6u84__A
6dvy,train,0,4,1,6u84__A
6dvz,train,0,4,1,6u84__A
6dw0,train,0,5,1,6x3s__E
6dz1,train,14,4,1,2ahz__A
6dz7,train,31,2,1,7rxg__B
6e0h,train,31,2,1,7rxg__B
6e10,train,347,20,3,6e10__1;6e10__a;6e11__E
6e11,train,347,20,3,6e10__1;6e10__a;6e11__E
6e1h,train,85,3,2,6n7g__C;6rmg__A
6e1k,train,0,6,3,5eul__V;6e1k__E;7fhk__A
6e1m,train,0,2,1,7fhk__A
6e1n,train,0,2,1,7fhk__A
6e1o,train,31,2,1,7rxg__B
6e1p,train,0,2,1,7fhk__A
6e2f,train,0,5,2,6e2f__E;6u84__A
6e2g,train,0,5,2,6e2f__E;6u84__A
6e3y,train,0,6,6,6e3y__E;6e3y__P;7ad3__F;7ys6__B;8ddx__J;8flt__R
6e7p,train,37,4,1,7dys__A
6e7y,train,37,4,1,7dys__A
6e7z,train,37,4,1,7dys__A
6ebk,val,6,8,2,5wie__B;7wf3__C
6ebm,val,6,4,1,5wie__B
6edq,train,258,2,1,6csm__A
6eid,train,60,2,1,5zih__A
6eig,train,60,2,1,5zih__A
6ej6,train,15,3,1,2b2f__A
6ejh,train,15,3,1,2b2f__A
6el1,train,346,20,2,6el1__E;6el1__O
6emx,val,7,5,1,4ire__B
6eo1,train,92,4,1,6eo1__A
6et5,test,2,54,6,1aig__L;6et5__2;6zxa__B;7c9r__C;8zjw__A;8zk2__H
6eti,train,0,6,3,5eul__V;8bi0__B;8dwy__L
6eu6,train,15,3,1,2b2f__A
6eyu,train,489,3,1,6eyu__A
6ezn,train,0,8,8,6c26__B;6ezn__A;6ezn__E;6s7o__D;6s7t__A;6xcr__A;7oci__H;8age__H
6f0i,val,7,5,1,4ire__B
6f0j,val,7,5,1,4ire__B
6f0k,train,124,7,7,6btm__C;6f0k__A;6f0k__D;6f0k__E;6f0k__F;6f0k__H;6loe__B
6f0m,val,7,5,1,4ire__B
6f0n,val,7,5,1,4ire__B
6f0r,val,7,5,1,4ire__B
6f0u,val,7,5,1,4ire__B
6f0v,val,7,5,1,4ire__B
6f0z,val,7,5,1,4ire__B
6f10,val,7,5,1,4ire__B
6f11,val,7,5,1,4ire__B
6f12,val,7,5,1,4ire__B
6f13,val,7,5,1,4ire__B
6f15,val,7,5,1,4ire__B
6f16,val,7,5,1,4ire__B
6f2d,train,160,10,3,6s3l__F;6s3l__G;8wk3__G
6f34,train,353,2,2,5oqt__A;6f34__C
6f36,val,1,12,3,6f36__N;6rd4__M;8ap9__O
6f7a,val,7,5,1,4ire__B
6f7h,train,43,4,1,3c02__A
6feq,train,0,2,1,8bi0__B
6ffc,train,0,2,1,8bi0__B
6fiz,train,14,4,1,2ahz__A
6fj3,train,0,2,2,6fj3__A;7vvk__P
6fk7,train,0,2,1,8y01__R
6fkf,val,1,26,9,2wie__A;6fkf__d;6fkf__p;6fkh__b;6rd4__S;6rd4__T;6rd4__X;8j0t__a;9itj__R
6fkh,val,1,26,9,2wie__A;6fkf__d;6fkf__p;6fkh__b;6rd4__S;6rd4__T;6rd4__X;8j0t__a;9itj__R
6fki,val,1,25,9,2wie__A;6fkf__d;6fkf__p;6fkh__b;6rd4__S;6rd4__T;6rd4__X;8j0t__a;9itj__R
6fl9,train,113,5,1,6fl9__A
6fli,train,113,5,1,6fl9__A
6fm9,train,191,2,1,5o5e__A
6fnp,train,68,5,3,4rfs__T;5x3x__b;6fnp__A
6fo0,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;4d6t__V;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
6fo2,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;4d6t__V;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
6fo6,train,0,18,9,1l0l__H;3cwb__C;3cx5__D;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
6fos,train,0,14,13,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;8j5k__5;8jjr__U;8jjr__c
6fuf,train,0,2,2,7ys6__B;8y01__R
6fv7,train,225,2,1,6fv6__A
6fv8,train,225,2,1,6fv6__A
6fvq,train,113,5,1,6fl9__A
6fvr,train,113,5,1,6fl9__A
6fvs,train,113,5,1,6fl9__A
6fwz,train,191,2,1,5o5e__A
6g1k,train,0,4,1,6ysn__A
6g2j,train,0,41,41,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7b93__J;7b93__V;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
6g72,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
6g79,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
6g7h,test,3,3,1,8rss__A
6g7i,test,3,3,1,8rss__A
6g7j,test,3,3,1,8rss__A
6g7k,test,3,3,1,8rss__A
6g7l,test,3,3,1,8rss__A
6g8z,train,25,6,1,9dx7__E
6g94,train,372,10,3,4gd3__L;4gd3__S;6g94__B
6g9l,train,25,6,1,8b40__A
6g9o,train,25,6,1,8b40__A
6ga1,test,3,3,1,8rss__A
6ga2,test,3,3,1,8rss__A
6ga3,test,3,3,1,8rss__A
6ga4,test,3,3,1,8rss__A
6ga5,test,3,3,1,8rss__A
6ga6,test,3,3,1,8rss__A
6ga7,test,3,3,1,8rss__A
6ga8,test,3,3,1,8rss__A
6ga9,test,3,3,1,8rss__A
6gaa,test,3,3,1,8rss__A
6gab,test,3,3,1,8rss__A
6gac,test,3,3,1,8rss__A
6gad,test,3,3,1,8rss__A
6gae,test,3,3,1,8rss__A
6gaf,test,3,3,1,8rss__A
6gag,test,3,3,1,8rss__A
6gah,test,3,3,1,8rss__A
6gai,test,3,3,1,8rss__A
6gcs,train,0,35,34,6gcs__9;6gcs__J;6gcs__X;6gcs__g;6gcs__j;6rfq__1;6rfq__2;6rfq__c;6rfq__d;6u8y__l;6yj4__A;6yj4__J;7a23__a;7aqw__o;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7o6y__f;7zm7__D;7zm7__H;7zm7__K;7zm7__M;7zm7__R;7zm7__W;7zmb__L;7zmb__U;7zmb__h;8ba0__G;8ba0__W;8qby__C;8qby__F
6gct,train,0,3,1,9bh0__A
6gdg,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
6giq,train,0,31,21,1ezv__B;1fft__A;1occ__B;3cwb__C;3cx5__D;3cx5__G;6giq__V;6giq__d;6giq__e;6giq__g;6giq__h;6giq__j;6giq__k;7jrg__H;7jro__c;7rja__F;7rje__A;8ab6__I;8asi__E;8q1b__f;8q1b__i
6gpx,train,0,2,1,7jvp__R
6grj,train,345,10,1,6h2f__B
6gy6,train,346,26,2,6el1__E;6el1__O
6gyb,train,344,42,3,6gyb__a;6gyb__b;7o3j__A
6gyh,test,3,3,1,8rss__A
6gyn,train,46,4,1,8t4m__D
6gyo,train,46,4,1,8t4m__D
6h2f,train,345,10,1,6h2f__B
6h53,train,257,2,1,6h5a__B
6h59,train,257,2,1,6h5a__B
6h5a,train,257,2,1,6h5a__B
6h7j,train,0,2,2,6h7l__E;7jvp__R
6h7l,train,0,2,2,6h7l__E;7jvp__R
6h7m,train,0,2,2,6h7l__E;7jvp__R
6h7n,train,0,2,2,6h7l__E;7jvp__R
6h7o,train,0,2,2,6h7l__E;7jvp__R
6haw,train,0,10,10,1l0l__H;3cwb__C;3cx5__D;5okd__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
6hbu,train,0,2,1,8bi0__B
6hco,train,0,6,3,5eul__V;8bi0__B;8dwy__L
6hcy,train,256,2,1,7tai__B
6hd1,train,256,3,1,7tai__B
6hd8,train,139,8,2,6hd8__B;8g8w__B
6hd9,train,139,2,2,6hd8__B;8g8w__B
6hda,train,139,8,2,6hd8__B;8g8w__B
6hdb,train,139,8,2,6hd8__B;8g8w__B
6hdc,train,139,8,2,6hd8__B;8g8w__B
6hij,train,0,2,1,8bi0__B
6hin,test,5,5,1,7ekp__A
